sample,x,y,r
1496,98,83,NA
1497,97,83,NA
1498,98,83,NA
1499,97,83,NA
1500,98,83,NA
1501,97,83,NA
1502,98,83,NA
1503,97,83,NA
1504,98,83,NA
1505,97,83,NA
1506,98,83,NA
1507,97,83,NA
1508,98,83,NA
1509,97,83,NA
1510,98,83,NA
1511,97,83,NA
1512,98,83,NA
1513,97,83,NA
1514,98,83,NA
1515,97,83,NA
1516,98,83,NA
1517,97,83,NA
1518,98,83,NA
1519,97,83,NA
1520,98,83,NA
1521,97,83,NA
1522,98,83,NA
1523,97,83,NA
1524,98,83,NA
1525,97,83,NA
1526,98,83,NA
1527,97,83,NA
1528,98,83,NA
1529,97,83,NA
1530,98,83,NA
1531,97,83,NA
1532,98,83,NA
1533,97,83,NA
1534,98,83,NA
1535,97,83,NA
1536,98,83,NA
1537,97,83,NA
1538,98,83,NA
1539,97,83,NA
1540,98,83,NA
1541,97,83,NA
1542,98,83,NA
1543,97,83,NA
1544,98,83,NA
1545,97,83,NA
1546,98,83,NA
1547,97,83,NA
1548,98,83,NA
1549,97,83,NA
1550,98,83,NA
1551,97,83,NA
1552,98,83,NA
1553,97,83,NA
1554,98,83,NA
1555,97,83,NA
1556,98,83,NA
1557,97,83,NA
1558,98,83,NA
1559,97,83,NA
1560,98,83,NA
1561,97,83,NA
1562,98,83,NA
1563,97,83,NA
1564,98,83,NA
1565,97,83,NA
1566,98,83,NA
1567,97,83,NA
1568,98,83,NA
1569,97,83,NA
1570,98,83,NA
1571,97,83,NA
1572,98,83,NA
1573,97,83,NA
1574,98,83,NA
1575,97,83,NA
1576,98,83,NA
1577,97,83,NA
1578,98,83,NA
1579,97,83,NA
1580,98,83,NA
1581,97,83,NA
1582,98,83,NA
1583,97,83,NA
1584,98,83,NA
1585,97,83,NA
1586,98,83,NA
1587,97,83,NA
1588,98,83,NA
1589,97,83,NA
1590,98,83,NA
1591,97,83,NA
1592,98,83,NA
1593,97,83,NA
1594,98,83,NA
1595,97,83,NA
1596,98,83,NA
1597,97,83,NA
1598,98,83,NA
1599,97,83,NA
1600,98,83,NA
1601,97,83,NA
1602,98,83,NA
1603,97,83,NA
1604,98,83,NA
1605,97,83,NA
1606,98,83,NA
1607,97,83,NA
1608,96,83,NA
1609,95,83,NA
1610,96,83,NA
1611,95,83,NA
1612,96,83,NA
1613,97,83,NA
1614,98,83,NA
1615,97,83,NA
1616,98,83,NA
1617,97,83,NA
1618,98,83,NA
1619,97,83,NA
1620,98,83,NA
1621,97,83,NA
1622,98,83,NA
1623,97,83,NA
1624,98,83,NA
1625,97,83,NA
1626,98,83,NA
1627,97,83,NA
1628,98,83,NA
1629,97,83,NA
1630,98,83,NA
1631,97,83,NA
1632,98,83,NA
1633,97,83,NA
1634,98,83,NA
1635,97,83,NA
1636,98,83,NA
1637,97,83,NA
1638,98,83,NA
1639,97,83,NA
1640,98,83,NA
1641,97,83,NA
1642,98,83,NA
1643,97,83,NA
1644,98,83,NA
1645,97,83,NA
1646,98,83,NA
1647,97,83,NA
1648,98,83,NA
1649,97,83,NA
1650,98,83,NA
1651,97,83,NA
1652,98,83,NA
1653,97,83,NA
1654,98,83,NA
1655,97,83,NA
1656,98,83,NA
1657,97,83,NA
1658,98,83,NA
1659,97,83,NA
1660,98,83,NA
1661,97,83,NA
1662,98,83,NA
1663,97,83,NA
1664,98,83,NA
1665,97,83,NA
1666,98,83,NA
1667,97,83,NA
1668,98,83,NA
1669,97,83,NA
1670,98,83,NA
1671,97,83,NA
1672,98,83,NA
1673,97,83,NA
1674,98,83,NA
1675,97,83,NA
1676,98,83,NA
1677,97,83,NA
1678,98,83,NA
1679,97,83,NA
1680,98,83,NA
1681,97,83,NA
1682,98,83,NA
1683,97,83,NA
1684,98,83,NA
1685,99,83,NA
1686,100,83,NA
1687,99,83,NA
1688,98,83,NA
1689,97,83,NA
1690,98,83,NA
1691,97,83,NA
1692,98,83,NA
1693,97,83,NA
1694,98,83,NA
1695,97,83,NA
1696,98,83,NA
1697,97,83,NA
1698,98,83,NA
1699,97,83,NA
1700,98,83,NA
1701,97,83,NA
1702,98,83,NA
1703,97,83,NA
1704,98,83,NA
1705,97,83,NA
1706,98,83,NA
1707,97,83,NA
1708,98,83,NA
1709,97,83,NA
1710,98,83,NA
1711,97,83,NA
1712,98,83,NA
1713,97,83,NA
1714,98,83,NA
1715,97,83,NA
1716,98,83,NA
1717,97,83,NA
1718,94,83,NA
1719,91,83,NA
1720,92,83,NA
1721,91,83,NA
1722,92,83,NA
1723,91,83,NA
1724,92,83,NA
1725,91,83,NA
1726,92,83,NA
1727,91,83,NA
1728,92,83,NA
1729,91,83,NA
1730,92,83,NA
1731,91,83,NA
1732,92,83,NA
1733,91,83,NA
1734,92,83,NA
1735,91,83,NA
1736,92,83,NA
1737,91,83,NA
1738,92,83,NA
1739,91,83,NA
1740,92,83,NA
1741,91,83,NA
1742,92,83,NA
1743,91,83,NA
1744,92,83,NA
1745,91,83,NA
1746,92,83,NA
1747,91,83,NA
1748,92,83,NA
1749,91,83,NA
1750,90,83,NA
1751,91,83,NA
1752,90,83,NA
1753,91,83,NA
1754,92,83,NA
1755,91,83,NA
1756,90,83,NA
1757,91,83,NA
1758,90,83,NA
1759,91,83,NA
1760,90,83,NA
1761,91,83,NA
1762,90,83,NA
1763,89,83,NA
1764,90,83,NA
1765,89,83,NA
1766,90,83,NA
1767,89,83,NA
1768,90,83,NA
1769,89,83,NA
1770,90,83,NA
1771,91,83,NA
1772,92,83,NA
1773,89,83,NA
1774,90,83,NA
1775,89,83,NA
1776,90,83,NA
1777,89,83,NA
1778,90,83,NA
1779,89,83,NA
1780,90,83,NA
1781,89,83,NA
1782,90,83,NA
1783,89,83,NA
1784,90,83,NA
1785,89,83,NA
1786,90,83,NA
1787,89,83,NA
1788,90,83,NA
1789,89,83,NA
1790,90,83,NA
1791,89,83,NA
1792,90,83,NA
1793,89,83,NA
1794,90,83,NA
1795,89,83,NA
1796,90,83,NA
1797,89,83,NA
1798,90,83,NA
1799,89,83,NA
1800,90,83,NA
1801,89,83,NA
1802,90,83,NA
1803,89,83,NA
1804,90,83,NA
1805,89,83,NA
1806,90,83,NA
1807,89,83,NA
1808,90,83,NA
1809,89,83,NA
1810,90,83,NA
1811,89,83,NA
1812,90,83,NA
1813,89,83,NA
1814,90,83,NA
1815,89,83,NA
1816,90,83,NA
1817,89,83,NA
1818,90,83,NA
1819,89,83,NA
1820,90,83,NA
1821,89,83,NA
1822,90,83,NA
1823,89,83,NA
1824,90,83,NA
1825,89,83,NA
1826,90,83,NA
1827,89,83,NA
1828,90,83,NA
1829,89,83,NA
1830,90,83,NA
1831,89,83,NA
1832,90,83,NA
1833,89,83,NA
1834,90,83,NA
1835,89,83,NA
1836,90,83,NA
1837,91,83,NA
1838,94,81,NA
1839,93,81,NA
1840,0,0,NA
1841,0,0,NA
1842,0,0,NA
1843,0,0,NA
1844,0,0,NA
1845,0,0,NA
1846,0,0,NA
1847,0,0,NA
1848,96,81,NA
1849,91,81,NA
1850,96,81,NA
1851,95,81,NA
1852,96,79,NA
1853,95,81,NA
1854,96,79,NA
1855,95,81,NA
1856,96,79,NA
1857,95,81,NA
1858,96,79,NA
1859,95,83,NA
1860,96,83,NA
1861,95,83,NA
1862,96,81,NA
1863,95,81,NA
1864,96,81,NA
1865,95,81,NA
1866,96,81,NA
1867,95,81,NA
1868,96,81,NA
1869,95,81,NA
1870,96,81,NA
1871,95,81,NA
1872,96,81,NA
1873,95,81,NA
1874,96,81,NA
1875,95,81,NA
1876,96,81,NA
1877,95,81,NA
1878,96,81,NA
1879,95,81,NA
1880,96,81,NA
1881,95,81,NA
1882,96,81,NA
1883,0,0,NA
1884,0,0,NA
1885,0,0,NA
1886,0,0,NA
1887,0,0,NA
1888,0,0,NA
1889,0,0,NA
1890,0,0,NA
1891,95,83,NA
1892,96,83,NA
1893,95,83,NA
1894,96,81,NA
1895,95,81,NA
1896,96,79,NA
1897,95,81,NA
1898,96,79,NA
1899,95,81,NA
1900,96,79,NA
1901,95,81,NA
1902,96,79,NA
1903,95,81,NA
1904,96,79,NA
1905,95,81,NA
1906,96,79,NA
1907,95,81,NA
1908,96,79,NA
1909,95,81,NA
1910,96,79,NA
1911,95,81,NA
1912,96,79,NA
1913,95,81,NA
1914,96,79,NA
1915,95,81,NA
1916,96,79,NA
1917,95,81,NA
1918,96,79,NA
1919,95,81,NA
1920,96,79,NA
1921,95,81,NA
1922,96,79,NA
1923,95,81,NA
1924,96,79,NA
1925,95,81,NA
1926,96,79,NA
1927,97,81,NA
1928,98,79,NA
1929,97,81,NA
1930,98,79,NA
1931,97,81,NA
1932,98,79,NA
1933,97,81,NA
1934,98,79,NA
1935,97,81,NA
1936,98,79,NA
1937,97,81,NA
1938,98,79,NA
1939,97,81,NA
1940,96,81,NA
1941,0,0,NA
1942,0,0,NA
1943,0,0,NA
1944,0,0,NA
1945,0,0,NA
1946,0,0,NA
1947,0,0,NA
1948,95,81,NA
1949,96,79,NA
1950,95,81,NA
1951,96,79,NA
1952,95,81,NA
1953,96,79,NA
1954,97,81,NA
1955,96,79,NA
1956,97,81,NA
1957,98,79,NA
1958,97,79,NA
1959,98,79,NA
1960,97,79,NA
1961,98,79,NA
1962,97,79,NA
1963,98,79,NA
1964,97,79,NA
1965,98,79,NA
1966,97,79,NA
1967,98,79,NA
1968,97,81,NA
1969,98,79,NA
1970,97,81,NA
1971,98,79,NA
1972,97,81,NA
1973,98,79,NA
1974,97,81,NA
1975,98,79,NA
1976,97,81,NA
1977,98,79,NA
1978,97,81,NA
1979,98,79,NA
1980,97,81,NA
1981,98,79,NA
1982,97,81,NA
1983,98,79,NA
1984,97,81,NA
1985,98,79,NA
1986,97,81,NA
1987,98,79,NA
1988,97,81,NA
1989,98,79,NA
1990,97,81,NA
1991,0,0,NA
1992,0,0,NA
1993,0,0,NA
1994,0,0,NA
1995,0,0,NA
1996,0,0,NA
1997,0,0,NA
1998,96,81,NA
1999,95,81,NA
2000,96,79,NA
2001,95,81,NA
2002,96,79,NA
2003,95,81,NA
2004,96,79,NA
2005,97,81,NA
2006,96,79,NA
2007,95,81,NA
2008,96,79,NA
2009,95,81,NA
2010,96,79,NA
2011,95,81,NA
2012,96,79,NA
2013,95,81,NA
2014,96,79,NA
2015,95,81,NA
2016,96,79,NA
2017,95,81,NA
2018,96,79,NA
2019,95,81,NA
2020,96,79,NA
2021,95,81,NA
2022,96,79,NA
2023,95,81,NA
2024,96,79,NA
2025,95,81,NA
2026,96,79,NA
2027,95,81,NA
2028,96,79,NA
2029,95,81,NA
2030,96,79,NA
2031,95,81,NA
2032,96,79,NA
2033,95,81,NA
2034,96,79,NA
2035,95,81,NA
2036,96,79,NA
2037,95,81,NA
2038,96,79,NA
2039,95,81,NA
2040,96,79,NA
2041,97,81,NA
2042,96,79,NA
2043,95,81,NA
2044,96,79,NA
2045,95,81,NA
2046,96,79,NA
2047,95,81,NA
2048,96,79,NA
2049,95,81,NA
2050,96,79,NA
2051,95,81,NA
2052,96,79,NA
2053,95,81,NA
2054,96,79,NA
2055,95,81,NA
2056,96,79,NA
2057,95,81,NA
2058,96,79,NA
2059,95,81,NA
2060,96,79,NA
2061,95,81,NA
2062,96,79,NA
2063,95,81,NA
2064,96,79,NA
2065,95,81,NA
2066,96,79,NA
2067,95,81,NA
2068,96,79,NA
2069,95,81,NA
2070,96,79,NA
2071,95,81,NA
2072,96,79,NA
2073,95,81,NA
2074,96,79,NA
2075,95,81,NA
2076,96,79,NA
2077,95,81,NA
2078,96,79,NA
2079,95,81,NA
2080,96,79,NA
2081,95,81,NA
2082,96,79,NA
2083,95,81,NA
2084,96,79,NA
2085,95,81,NA
2086,96,79,NA
2087,95,81,NA
2088,96,79,NA
2089,95,81,NA
2090,96,79,NA
2091,95,81,NA
2092,96,79,NA
2093,95,81,NA
2094,96,79,NA
2095,95,81,NA
2096,96,79,NA
2097,95,81,NA
2098,96,79,NA
2099,95,81,NA
2100,96,79,NA
2101,95,81,NA
2102,96,79,NA
2103,95,81,NA
2104,96,79,NA
2105,95,81,NA
2106,96,81,NA
2107,0,0,NA
2108,0,0,NA
2109,0,0,NA
2110,0,0,NA
2111,0,0,NA
2112,93,81,NA
2113,94,79,NA
2114,95,81,NA
2115,96,79,NA
2116,95,81,NA
2117,96,79,NA
2118,95,81,NA
2119,96,79,NA
2120,95,81,NA
2121,96,79,NA
2122,95,81,NA
2123,96,79,NA
2124,95,81,NA
2125,96,79,NA
2126,95,81,NA
2127,96,79,NA
2128,95,81,NA
2129,96,79,NA
2130,95,81,NA
2131,96,79,NA
2132,95,81,NA
2133,96,79,NA
2134,95,81,NA
2135,96,79,NA
2136,95,81,NA
2137,96,79,NA
2138,95,81,NA
2139,96,79,NA
2140,95,81,NA
2141,96,79,NA
2142,95,81,NA
2143,96,79,NA
2144,95,81,NA
2145,96,79,NA
2146,95,81,NA
2147,96,79,NA
2148,95,81,NA
2149,96,79,NA
2150,95,81,NA
2151,96,79,NA
2152,95,81,NA
2153,96,79,NA
2154,95,81,NA
2155,96,79,NA
2156,95,81,NA
2157,96,79,NA
2158,95,81,NA
2159,0,0,NA
2160,0,0,NA
2161,0,0,NA
2162,0,0,NA
2163,0,0,NA
2164,0,0,NA
2165,0,0,NA
2166,0,0,NA
2167,0,0,NA
2168,94,81,NA
2169,93,81,NA
2170,94,79,NA
2171,93,81,NA
2172,94,79,NA
2173,93,81,NA
2174,94,79,NA
2175,93,81,NA
2176,94,79,NA
2177,93,81,NA
2178,94,79,NA
2179,93,81,NA
2180,94,79,NA
2181,93,81,NA
2182,94,79,NA
2183,93,81,NA
2184,94,79,NA
2185,93,81,NA
2186,94,79,NA
2187,93,81,NA
2188,94,79,NA
2189,93,81,NA
2190,94,79,NA
2191,93,81,NA
2192,94,79,NA
2193,93,81,NA
2194,94,79,NA
2195,93,81,NA
2196,94,79,NA
2197,93,81,NA
2198,94,79,NA
2199,93,81,NA
2200,94,79,NA
2201,93,81,NA
2202,94,79,NA
2203,93,81,NA
2204,94,79,NA
2205,93,81,NA
2206,94,79,NA
2207,93,81,NA
2208,94,79,NA
2209,93,81,NA
2210,94,79,NA
2211,93,81,NA
2212,94,79,NA
2213,93,81,NA
2214,94,79,NA
2215,93,81,NA
2216,94,79,NA
2217,93,81,NA
2218,94,79,NA
2219,93,81,NA
2220,94,79,NA
2221,93,81,NA
2222,94,79,NA
2223,93,81,NA
2224,94,79,NA
2225,93,81,NA
2226,94,79,NA
2227,93,81,NA
2228,94,79,NA
2229,93,81,NA
2230,94,79,NA
2231,93,81,NA
2232,94,79,NA
2233,93,81,NA
2234,94,79,NA
2235,93,81,NA
2236,94,79,NA
2237,93,81,NA
2238,94,79,NA
2239,93,81,NA
2240,94,79,NA
2241,95,81,NA
2242,94,79,NA
2243,93,81,NA
2244,94,79,NA
2245,93,81,NA
2246,94,79,NA
2247,93,81,NA
2248,94,79,NA
2249,93,81,NA
2250,94,79,NA
2251,93,81,NA
2252,94,79,NA
2253,93,81,NA
2254,94,79,NA
2255,93,81,NA
2256,94,79,NA
2257,93,81,NA
2258,94,79,NA
2259,93,81,NA
2260,94,79,NA
2261,93,81,NA
2262,94,79,NA
2263,93,81,NA
2264,94,79,NA
2265,93,81,NA
2266,94,79,NA
2267,93,81,NA
2268,94,79,NA
2269,93,81,NA
2270,94,79,NA
2271,93,81,NA
2272,94,79,NA
2273,93,81,NA
2274,94,79,NA
2275,93,81,NA
2276,94,79,NA
2277,93,81,NA
2278,94,79,NA
2279,93,81,NA
2280,94,79,NA
2281,93,81,NA
2282,94,79,NA
2283,93,81,NA
2284,94,79,NA
2285,93,81,NA
2286,94,79,NA
2287,93,81,NA
2288,94,79,NA
2289,93,81,NA
2290,94,79,NA
2291,93,81,NA
2292,94,79,NA
2293,93,81,NA
2294,94,79,NA
2295,93,81,NA
2296,94,79,NA
2297,93,81,NA
2298,94,79,NA
2299,93,81,NA
2300,94,79,NA
2301,93,81,NA
2302,94,79,NA
2303,93,81,NA
2304,94,79,NA
2305,93,81,NA
2306,94,79,NA
2307,93,81,NA
2308,94,79,NA
2309,93,79,NA
2310,92,81,NA
2311,91,81,NA
2312,0,0,NA
2313,0,0,NA
2314,0,0,NA
2315,0,0,NA
2316,0,0,NA
2317,92,79,NA
2318,91,81,NA
2319,92,79,NA
2320,91,81,NA
2321,92,79,NA
2322,91,81,NA
2323,92,79,NA
2324,91,81,NA
2325,92,79,NA
2326,91,81,NA
2327,92,79,NA
2328,91,81,NA
2329,92,79,NA
2330,91,81,NA
2331,92,79,NA
2332,91,81,NA
2333,92,79,NA
2334,91,81,NA
2335,92,79,NA
2336,91,81,NA
2337,92,79,NA
2338,91,81,NA
2339,92,79,NA
2340,91,81,NA
2341,92,79,NA
2342,93,81,NA
2343,94,79,NA
2344,93,81,NA
2345,94,79,NA
2346,93,81,NA
2347,94,79,NA
2348,93,81,NA
2349,94,79,NA
2350,93,81,NA
2351,94,79,NA
2352,93,81,NA
2353,94,79,NA
2354,93,81,NA
2355,94,79,NA
2356,93,81,NA
2357,94,79,NA
2358,93,81,NA
2359,94,79,NA
2360,93,81,NA
2361,94,79,NA
2362,93,81,NA
2363,94,79,NA
2364,93,81,NA
2365,94,79,NA
2366,93,81,NA
2367,94,79,NA
2368,93,81,NA
2369,94,79,NA
2370,93,81,NA
2371,0,0,NA
2372,0,0,NA
2373,0,0,NA
2374,0,0,NA
2375,0,0,NA
2376,0,0,NA
2377,0,0,NA
2378,0,0,NA
2379,92,81,NA
2380,93,79,NA
2381,92,81,NA
2382,91,81,NA
2383,92,79,NA
2384,93,81,NA
2385,92,79,NA
2386,93,81,NA
2387,94,79,NA
2388,93,81,NA
2389,94,79,NA
2390,0,0,NA
2391,93,81,NA
2392,96,79,NA
2393,97,79,NA
2394,98,81,NA
2395,93,81,NA
2396,98,79,NA
2397,97,81,NA
2398,100,79,NA
2399,99,81,NA
2400,100,79,NA
2401,99,81,NA
2402,100,79,NA
2403,99,81,NA
2404,100,79,NA
2405,99,81,NA
2406,100,79,NA
2407,99,81,NA
2408,100,79,NA
2409,99,81,NA
2410,100,79,NA
2411,99,81,NA
2412,100,79,NA
2413,99,81,NA
2414,100,79,NA
2415,99,81,NA
2416,100,79,NA
2417,99,81,NA
2418,100,79,NA
2419,99,81,NA
2420,100,79,NA
2421,99,81,NA
2422,100,79,NA
2423,99,81,NA
2424,100,79,NA
2425,99,81,NA
2426,100,79,NA
2427,99,81,NA
2428,100,79,NA
2429,99,81,NA
2430,100,79,NA
2431,99,81,NA
2432,100,79,NA
2433,99,81,NA
2434,100,79,NA
2435,99,81,NA
2436,100,79,NA
2437,99,81,NA
2438,100,79,NA
2439,99,81,NA
2440,100,79,NA
2441,99,81,NA
2442,100,79,NA
2443,99,81,NA
2444,100,79,NA
2445,99,81,NA
2446,100,79,NA
2447,99,81,NA
2448,100,79,NA
2449,99,81,NA
2450,100,79,NA
2451,99,81,NA
2452,100,79,NA
2453,99,81,NA
2454,100,79,NA
2455,99,81,NA
2456,100,79,NA
2457,99,81,NA
2458,100,79,NA
2459,99,81,NA
2460,100,79,NA
2461,99,81,NA
2462,100,79,NA
2463,99,81,NA
2464,100,79,NA
2465,99,81,NA
2466,100,79,NA
2467,99,81,NA
2468,100,79,NA
2469,99,81,NA
2470,100,79,NA
2471,99,81,NA
2472,100,79,NA
2473,99,81,NA
2474,100,79,NA
2475,99,81,NA
2476,100,79,NA
2477,99,81,NA
2478,100,79,NA
2479,99,81,NA
2480,100,79,NA
2481,99,81,NA
2482,100,79,NA
2483,99,81,NA
2484,100,79,NA
2485,99,81,NA
2486,100,79,NA
2487,99,81,NA
2488,100,79,NA
2489,99,81,NA
2490,100,79,NA
2491,99,81,NA
2492,100,79,NA
2493,101,81,NA
2494,100,79,NA
2495,99,81,NA
2496,100,79,NA
2497,99,81,NA
2498,100,79,NA
2499,99,81,NA
2500,100,79,NA
2501,99,81,NA
2502,100,79,NA
2503,99,81,NA
2504,100,79,NA
2505,95,81,NA
2506,94,79,NA
2507,93,81,NA
2508,94,79,NA
2509,93,81,NA
2510,94,79,NA
2511,93,81,NA
2512,94,79,NA
2513,93,81,NA
2514,94,79,NA
2515,93,81,NA
2516,94,79,NA
2517,93,81,NA
2518,94,79,NA
2519,93,81,NA
2520,94,79,NA
2521,93,81,NA
2522,94,79,NA
2523,93,81,NA
2524,94,79,NA
2525,93,81,NA
2526,92,79,NA
2527,93,81,NA
2528,0,0,NA
2529,0,0,NA
2530,0,0,NA
2531,0,0,NA
2532,0,0,NA
2533,0,0,NA
2534,0,0,NA
2535,94,81,NA
2536,93,79,NA
2537,94,81,NA
2538,93,79,NA
2539,94,81,NA
2540,93,79,NA
2541,94,79,NA
2542,93,81,NA
2543,94,79,NA
2544,93,81,NA
2545,94,79,NA
2546,93,81,NA
2547,94,79,NA
2548,93,81,NA
2549,94,79,NA
2550,93,81,NA
2551,94,79,NA
2552,93,81,NA
2553,94,79,NA
2554,93,81,NA
2555,94,79,NA
2556,93,81,NA
2557,94,79,NA
2558,93,81,NA
2559,94,79,NA
2560,93,81,NA
2561,94,79,NA
2562,93,81,NA
2563,94,79,NA
2564,93,81,NA
2565,94,79,NA
2566,93,81,NA
2567,94,79,NA
2568,93,81,NA
2569,94,79,NA
2570,93,81,NA
2571,94,79,NA
2572,93,81,NA
2573,94,79,NA
2574,93,81,NA
2575,94,79,NA
2576,93,81,NA
2577,94,79,NA
2578,93,81,NA
2579,94,79,NA
2580,93,81,NA
2581,94,79,NA
2582,93,81,NA
2583,94,81,NA
2584,0,0,NA
2585,0,0,NA
2586,0,0,NA
2587,0,0,NA
2588,0,0,NA
2589,0,0,NA
2590,0,0,NA
2591,0,0,NA
2592,93,83,NA
2593,94,83,NA
2594,93,83,NA
2595,94,81,NA
2596,95,79,NA
2597,96,81,NA
2598,95,79,NA
2599,96,81,NA
2600,95,79,NA
2601,96,81,NA
2602,95,79,NA
2603,96,81,NA
2604,95,79,NA
2605,96,81,NA
2606,95,81,NA
2607,0,0,NA
2608,0,0,NA
2609,0,0,NA
2610,0,0,NA
2611,0,0,NA
2612,0,0,NA
2613,0,0,NA
2614,0,0,NA
2615,0,0,NA
2616,94,81,NA
2617,93,81,NA
2618,94,81,NA
2619,93,79,NA
2620,94,81,NA
2621,93,79,NA
2622,94,81,NA
2623,93,79,NA
2624,94,81,NA
2625,93,79,NA
2626,94,81,NA
2627,93,79,NA
2628,94,81,NA
2629,93,79,NA
2630,94,81,NA
2631,93,79,NA
2632,94,81,NA
2633,93,79,NA
2634,94,81,NA
2635,93,79,NA
2636,94,81,NA
2637,93,79,NA
2638,94,81,NA
2639,93,79,NA
2640,94,81,NA
2641,93,79,NA
2642,94,81,NA
2643,93,79,NA
2644,94,81,NA
2645,93,79,NA
2646,94,81,NA
2647,93,79,NA
2648,94,81,NA
2649,93,79,NA
2650,94,81,NA
2651,93,79,NA
2652,94,81,NA
2653,93,79,NA
2654,94,81,NA
2655,93,79,NA
2656,94,81,NA
2657,93,79,NA
2658,92,83,NA
2659,0,0,NA
2660,0,0,NA
2661,0,0,NA
2662,0,0,NA
2663,0,0,NA
2664,0,0,NA
2665,0,0,NA
2666,0,0,NA
2667,0,0,NA
2668,91,83,NA
2669,92,83,NA
2670,91,83,NA
2671,92,81,NA
2672,91,81,NA
2673,92,79,NA
2674,91,81,NA
2675,92,79,NA
2676,0,0,NA
2677,91,81,NA
2678,92,79,NA
2679,91,81,NA
2680,92,79,NA
2681,91,81,NA
2682,92,79,NA
2683,91,81,NA
2684,92,79,NA
2685,93,81,NA
2686,94,79,NA
2687,93,81,NA
2688,92,79,NA
2689,93,81,NA
2690,94,79,NA
2691,93,81,NA
2692,94,79,NA
2693,93,81,NA
2694,94,79,NA
2695,93,81,NA
2696,94,79,NA
2697,93,81,NA
2698,94,79,NA
2699,93,81,NA
2700,94,79,NA
2701,93,81,NA
2702,94,79,NA
2703,93,81,NA
2704,94,79,NA
2705,93,81,NA
2706,94,79,NA
2707,93,81,NA
2708,94,79,NA
2709,93,81,NA
2710,94,79,NA
2711,93,81,NA
2712,94,79,NA
2713,93,81,NA
2714,94,79,NA
2715,93,81,NA
2716,94,79,NA
2717,93,81,NA
2718,94,79,NA
2719,93,81,NA
2720,94,79,NA
2721,93,81,NA
2722,94,79,NA
2723,93,81,NA
2724,94,79,NA
2725,93,81,NA
2726,94,79,NA
2727,93,81,NA
2728,94,81,NA
2729,0,0,NA
2730,0,0,NA
2731,0,0,NA
2732,0,0,NA
2733,0,0,NA
2734,0,0,NA
2735,0,0,NA
2736,0,0,NA
2737,0,0,NA
2738,91,81,NA
2739,92,81,NA
2740,91,81,NA
2741,92,81,NA
2742,91,81,NA
2743,92,81,NA
2744,91,79,NA
2745,92,81,NA
2746,91,79,NA
2747,92,81,NA
2748,91,79,NA
2749,92,81,NA
2750,91,79,NA
2751,92,81,NA
2752,93,79,NA
2753,94,81,NA
2754,93,79,NA
2755,94,81,NA
2756,91,81,NA
2757,94,79,NA
2758,93,81,NA
2759,94,79,NA
2760,93,81,NA
2761,94,79,NA
2762,93,81,NA
2763,94,79,NA
2764,93,81,NA
2765,94,79,NA
2766,93,81,NA
2767,94,79,NA
2768,93,81,NA
2769,94,79,NA
2770,93,81,NA
2771,94,79,NA
2772,93,81,NA
2773,94,79,NA
2774,93,79,NA
2775,94,81,NA
2776,93,79,NA
2777,94,81,NA
2778,93,79,NA
2779,94,81,NA
2780,93,79,NA
2781,94,79,NA
2782,93,81,NA
2783,94,79,NA
2784,93,81,NA
2785,94,79,NA
2786,93,81,NA
2787,94,79,NA
2788,93,81,NA
2789,94,79,NA
2790,93,81,NA
2791,94,79,NA
2792,93,81,NA
2793,94,79,NA
2794,93,81,NA
2795,94,79,NA
2796,93,81,NA
2797,94,79,NA
2798,93,81,NA
2799,94,79,NA
2800,93,81,NA
2801,94,79,NA
2802,93,81,NA
2803,94,79,NA
2804,93,81,NA
2805,94,79,NA
2806,93,81,NA
2807,94,79,NA
2808,93,83,NA
2809,0,0,NA
2810,0,0,NA
2811,0,0,NA
2812,0,0,NA
2813,0,0,NA
2814,0,0,NA
2815,0,0,NA
2816,92,83,NA
2817,91,81,NA
2818,92,79,NA
2819,91,81,NA
2820,92,79,NA
2821,91,81,NA
2822,92,79,NA
2823,91,81,NA
2824,92,79,NA
2825,93,81,NA
2826,94,79,NA
2827,93,81,NA
2828,94,79,NA
2829,93,79,NA
2830,94,81,NA
2831,93,79,NA
2832,94,81,NA
2833,93,79,NA
2834,94,81,NA
2835,93,79,NA
2836,94,81,NA
2837,93,79,NA
2838,94,81,NA
2839,93,79,NA
2840,94,81,NA
2841,93,79,NA
2842,94,81,NA
2843,93,79,NA
2844,94,81,NA
2845,93,79,NA
2846,94,81,NA
2847,93,79,NA
2848,94,81,NA
2849,93,79,NA
2850,94,81,NA
2851,93,79,NA
2852,94,81,NA
2853,93,79,NA
2854,94,81,NA
2855,93,79,NA
2856,94,81,NA
2857,93,79,NA
2858,96,81,NA
2859,99,79,NA
2860,98,81,NA
2861,99,79,NA
2862,100,81,NA
2863,99,79,NA
2864,100,81,NA
2865,99,79,NA
2866,100,81,NA
2867,99,79,NA
2868,100,81,NA
2869,99,79,NA
2870,100,81,NA
2871,99,79,NA
2872,100,81,NA
2873,99,79,NA
2874,100,81,NA
2875,99,79,NA
2876,100,81,NA
2877,99,79,NA
2878,100,81,NA
2879,99,79,NA
2880,100,81,NA
2881,99,79,NA
2882,100,81,NA
2883,99,79,NA
2884,100,81,NA
2885,99,79,NA
2886,100,81,NA
2887,99,79,NA
2888,100,81,NA
2889,99,79,NA
2890,100,81,NA
2891,99,79,NA
2892,100,81,NA
2893,99,79,NA
2894,100,81,NA
